CHANNEL1,CHANNEL2,CHANNEL3,ENTRY AGE,SEX,POLICY TYPE 1,POLICY TYPE 2,POLICY TYPE 3,PAYMENT MODE,POLICY STATUS,BENEFIT,NON LAPSE GUARANTEED,SUBSTANDARD RISK,NUMBER OF ADVANCE PREMIUM,INITIAL BENEFIT,Full Benefit?,Policy Year (Decimal),Policy Year,Premium,Issue Date
2,3,0,59,M,12,58,A,Annually,Lapse,10000,NO NLG,0,0,0,N,1.333333333,2,621,18-Apr
2,3,0,36,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.416666667,2,480,18-Mar
2,3,0,46,F,10,56,B,Annually,Inforce,,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,29,F,3,10,C,Monthly,Lapse,26000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,29,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.416666667,2,240,18-Mar
2,3,0,47,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,300,18-Mar
2,3,0,49,F,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.416666667,2,599,18-Mar
2,3,0,38,F,12,58,A,Monthly,Lapse,23600,NO NLG,0,0,0,N,1.416666667,2,603,18-Mar
2,3,0,10,M,3,5,A,Annually,Inforce,3000,NO NLG,0,0,0,N,1.416666667,2,600,18-Mar
2,3,0,46,M,3,16,C,Annually,Lapse,2400,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,46,F,12,58,A,Monthly,Lapse,20020,NO NLG,0,0,0,N,1.416666667,2,600,18-Mar
2,3,0,47,M,10,55,D,Annually,Surrender,,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,50,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.416666667,2,300,18-Mar
2,3,0,22,F,12,58,A,Monthly,Lapse,26937,NO NLG,0,0,0,N,1.416666667,2,480,18-Mar
2,3,0,32,F,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,974,18-Mar
2,3,0,32,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.416666667,2,240,18-Mar
2,3,0,41,F,8,52,C,Monthly,Inforce,17000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,41,F,8,43,C,Monthly,Inforce,100000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,43,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.416666667,2,288,18-Mar
2,3,0,37,F,3,5,A,Monthly,Inforce,7000,NO NLG,0,0,0,N,1.416666667,2,840,18-Mar
2,3,0,12,M,3,23,C,Monthly,Lapse,11000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,37,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,256,18-Mar
2,3,0,45,F,3,12,C,Monthly,Lapse,150,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,45,F,12,58,A,Monthly,Inforce,24988,NO NLG,0,0,0,N,1.416666667,2,720,18-Mar
2,3,0,12,M,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.416666667,2,240,18-Mar
2,3,0,54,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,391,18-Mar
2,3,0,2,F,3,23,C,Monthly,Inforce,11000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,2,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,1.416666667,2,240,18-Mar
2,3,0,37,F,8,41,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.416666667,2,3000,18-Mar
2,3,0,37,F,8,52,C,Monthly,Lapse,17000,NO NLG,0,0,0,N,1.416666667,2,,18-Mar
2,3,0,37,F,8,44,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.416666667,2,600,18-Mar
2,3,0,48,M,12,58,A,Annually,Inforce,20000,NO NLG,0,0,0,N,1.416666667,2,555,18-Mar
2,3,0,50,M,12,58,A,Monthly,Lapse,28200,NO NLG,0,0,0,N,1.333333333,2,845,18-Apr
2,3,0,30,M,12,58,A,Annually,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,202,18-Mar
2,3,0,29,M,5,30,E,Annually,Lapse,30000,NO NLG,0,0,0,N,1.166666667,2,14,18-Jun
2,3,0,29,M,5,32,E,Annually,Lapse,50,NO NLG,0,0,0,N,1.166666667,2,30,18-Jun
2,3,0,29,M,5,34,E,Annually,Lapse,325,NO NLG,0,0,0,N,1.166666667,2,24,18-Jun
2,3,0,22,F,3,5,A,Monthly,Lapse,12000,NO NLG,0,0,0,N,1.416666667,2,1200,18-Mar
2,3,0,48,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.416666667,2,300,18-Mar
2,3,0,43,F,8,41,A,Monthly,Lapse,499800,NO NLG,0,0,0,N,1.333333333,2,7200,18-Apr
2,3,0,43,F,8,49,C,Monthly,Lapse,100000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,37,F,12,58,A,Monthly,Inforce,46942,NO NLG,0,0,0,N,1.333333333,2,1200,18-Apr
2,3,0,37,F,3,23,C,Monthly,Inforce,6000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,21,M,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,178,18-Apr
2,3,0,19,F,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,32,M,12,58,A,Monthly,Inforce,11000,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,42,M,12,58,A,Annually,Inforce,10000,NO NLG,0,0,0,N,1.25,2,267,18-May
2,3,0,38,M,12,58,A,Monthly,Inforce,14000,NO NLG,0,0,0,N,1.333333333,2,358,18-Apr
2,3,0,28,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,45,M,12,58,A,Annually,Inforce,10000,NO NLG,0,0,0,N,1.25,2,267,18-May
2,3,0,40,F,12,58,A,Annually,Lapse,200000,NO NLG,0,0,0,N,1.333333333,2,4734,18-Apr
2,3,0,24,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,178,18-Apr
2,3,0,41,M,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,288,18-Apr
2,3,0,45,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,288,18-Apr
2,3,0,41,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.333333333,2,288,18-Apr
2,3,0,26,F,10,54,A,Monthly,Surrender,8888,NO NLG,0,0,0,N,1.333333333,2,4800,18-Apr
2,3,0,26,F,10,55,D,Monthly,Surrender,,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,51,M,3,6,D,Annually,Inforce,,NO NLG,0,0,0,N,1.333333333,2,432,18-Apr
2,3,0,0,F,10,54,A,Annually,Lapse,12704,NO NLG,0,0,0,N,1.333333333,2,5000,18-Apr
2,3,0,39,F,12,58,A,Semiannually,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,492,18-Apr
2,3,0,31,F,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,437,18-Apr
2,3,0,52,M,3,5,A,Quaterly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,1800,18-Apr
2,3,0,52,M,3,53,C,Quaterly,Inforce,5000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,52,M,3,6,D,Quaterly,Inforce,,NO NLG,0,0,0,N,1.333333333,2,200,18-Apr
2,3,0,4,M,10,54,A,Monthly,Surrender,6751,NO NLG,0,0,0,N,1.333333333,2,3600,18-Apr
2,3,0,4,M,10,55,D,Monthly,Surrender,,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,48,M,12,58,A,Annually,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,555,18-Apr
2,3,0,46,F,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,19,M,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,29,F,12,58,A,Semiannually,Inforce,11400,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,30,F,12,58,A,Monthly,Inforce,19223,NO NLG,0,0,0,N,1.333333333,2,420,18-Apr
2,3,0,50,M,12,58,A,Annually,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,555,18-Apr
2,3,0,33,M,12,58,A,Monthly,Inforce,19223,NO NLG,0,0,0,N,1.333333333,2,420,18-Apr
2,3,0,32,M,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.333333333,2,437,18-Apr
2,3,0,43,M,12,58,A,Annually,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,534,18-Apr
2,3,0,42,M,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,576,18-Apr
2,3,0,39,M,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.333333333,2,256,18-Apr
2,3,0,60,M,12,58,A,Annually,Lapse,35000,NO NLG,0,0,0,N,1.333333333,2,2174,18-Apr
2,3,0,45,M,10,55,D,Annually,Lapse,,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,27,F,3,8,C,Monthly,Lapse,60000,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,33,F,3,12,C,Monthly,Inforce,60,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,33,F,3,23,C,Monthly,Inforce,11000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,30,F,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,437,18-Apr
2,3,0,34,F,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.333333333,2,218,18-Apr
2,3,0,23,F,12,58,A,Monthly,Lapse,13468,NO NLG,0,0,0,N,1.333333333,2,240,18-Apr
2,3,0,19,F,8,43,C,Annually,Inforce,200000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,19,F,8,49,C,Annually,Inforce,100000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,48,M,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.333333333,2,599,18-Apr
2,3,0,34,F,3,23,C,Monthly,Lapse,6000,NO NLG,0,0,0,N,1.333333333,2,,18-Apr
2,3,0,43,M,10,55,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,63,M,8,41,A,Monthly,Inforce,90000,NO NLG,0,0,0,N,1.25,2,10080,18-May
2,3,0,41,M,12,58,A,Quaterly,Inforce,200000,NO NLG,0,0,0,N,1.25,2,5656,18-May
2,3,0,5,F,3,5,A,Annually,Inforce,40000,NO NLG,0,0,0,N,1.25,2,2200,18-May
2,3,0,5,F,3,23,C,Annually,Inforce,15000,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,5,F,3,53,C,Annually,Inforce,11000,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,37,F,12,58,A,Quaterly,Inforce,10000,NO NLG,0,0,0,N,1.25,2,251,18-May
2,3,0,18,M,12,58,A,Monthly,Lapse,40000,NO NLG,0,0,0,N,1.25,2,480,18-May
2,3,0,43,F,3,5,A,Annually,Lapse,60000,NO NLG,0,0,0,N,1.25,2,1200,18-May
2,3,0,43,F,3,16,C,Annually,Lapse,1200,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,40,F,3,5,A,Monthly,Lapse,30000,NO NLG,0,0,0,N,1.25,2,960,18-May
2,3,0,40,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.25,2,240,18-May
2,3,0,32,F,12,58,A,Monthly,Inforce,120000,NO NLG,0,0,0,N,1.25,2,2622,18-May
2,3,0,68,F,8,41,A,Monthly,Inforce,80000,NO NLG,0,0,0,N,1.25,2,14400,18-May
2,3,0,39,F,12,58,A,Quaterly,Inforce,11000,NO NLG,0,0,0,N,1.25,2,276,18-May
2,3,0,37,F,12,58,A,Quaterly,Lapse,20376,NO NLG,0,0,0,N,1.25,2,511,18-May
2,3,0,54,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.25,2,391,18-May
2,3,0,51,F,12,58,A,Quaterly,Lapse,31400,NO NLG,0,0,0,N,1.25,2,1206,18-May
2,3,0,53,M,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.25,2,782,18-May
2,3,0,1,M,10,54,A,Annually,Surrender,4058,NO NLG,0,0,0,N,1.25,2,2000,18-May
2,3,0,1,M,10,55,D,Annually,Surrender,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,34,M,12,58,A,Monthly,Lapse,21970,NO NLG,0,0,0,N,1.25,2,480,18-May
2,3,0,20,F,10,55,D,Annually,Lapse,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,29,M,10,56,B,Annually,Lapse,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,25,F,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.25,2,1200,18-May
2,3,0,25,F,3,12,C,Monthly,Lapse,80,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,41,F,12,58,A,Monthly,Inforce,12494,NO NLG,0,0,0,N,1.25,2,360,18-May
2,3,0,34,M,10,54,A,Annually,Inforce,19784,NO NLG,0,0,0,N,1.25,2,10000,18-May
2,3,0,34,M,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,34,M,10,56,B,Annually,Inforce,,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,48,M,3,23,C,Monthly,Lapse,6000,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,22,F,12,58,A,Annually,Lapse,10000,NO NLG,0,0,0,N,1.25,2,165,18-May
2,3,0,24,F,8,41,A,Annually,Inforce,40000,NO NLG,0,0,0,N,1.166666667,2,3000,18-Jun
2,3,0,48,F,12,58,A,Semiannually,Inforce,13998,NO NLG,0,0,0,N,1.25,2,404,18-May
2,3,0,27,M,3,5,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.25,2,600,18-May
2,3,0,27,M,3,11,C,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,27,M,3,9,C,Monthly,Lapse,50,NO NLG,0,0,0,N,1.25,2,,18-May
2,3,0,49,M,10,54,A,Annually,Surrender,94425,NO NLG,0,0,0,N,1.25,2,50000,18-May
2,3,0,45,F,12,58,A,Monthly,Lapse,40000,NO NLG,0,0,0,N,1.25,2,1153,18-May
2,3,0,36,F,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.25,2,256,18-May
2,3,0,33,F,12,58,A,Monthly,Lapse,10985,NO NLG,0,0,0,N,1.25,2,240,18-May
2,3,0,20,F,3,5,A,Monthly,Inforce,40000,NO NLG,0,0,0,N,1.166666667,2,480,18-Jun
2,3,0,20,F,3,6,D,Monthly,Inforce,,NO NLG,0,0,0,N,1.166666667,2,240,18-Jun
2,3,0,35,F,12,58,A,Monthly,Lapse,10985,NO NLG,0,0,0,N,1.166666667,2,240,18-Jun
2,3,0,65,M,14,61,A,Monthly,Inforce,6000,NO NLG,50,0,0,N,1.083333333,2,27177,18-Jul
2,3,0,16,F,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,42,F,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,44,F,10,55,D,Monthly,Surrender,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,20,M,14,61,A,Semiannually,Lapse,6000,NO NLG,0,0,0,N,1.166666667,2,2835,18-Jun
2,3,0,45,M,17,65,A,Monthly,Inforce,60000,NO NLG,0,0,0,N,1.166666667,2,1749,18-Jun
2,3,0,18,M,12,58,A,Monthly,Inforce,60006,NO NLG,0,0,0,N,1.166666667,2,720,18-Jun
2,3,0,30,M,10,55,D,Monthly,Surrender,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,30,M,10,56,B,Monthly,Surrender,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,34,M,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.166666667,2,437,18-Jun
2,3,0,10,M,10,55,D,Monthly,Inforce,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,18,M,12,58,A,Quaterly,Inforce,21000,NO NLG,0,0,0,N,1.166666667,2,247,18-Jun
2,3,0,53,M,17,66,A,Monthly,Lapse,90000,NO NLG,0,0,0,N,1.166666667,2,2148,18-Jun
2,3,0,43,F,10,54,A,Semiannually,Surrender,9259,NO NLG,0,0,0,N,1.166666667,2,5000,18-Jun
2,3,0,31,F,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1.166666667,2,437,18-Jun
2,3,0,47,M,3,5,A,Semiannually,Inforce,40000,NO NLG,0,0,0,N,1.166666667,2,1200,18-Jun
2,3,0,47,M,3,12,C,Semiannually,Inforce,80,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,47,M,3,15,C,Semiannually,Inforce,10000,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,33,F,10,54,A,Monthly,Lapse,5946,NO NLG,0,0,0,N,1.166666667,2,3240,18-Jun
2,3,0,33,F,10,54,A,Semiannually,Inforce,3812,NO NLG,0,0,0,N,1.166666667,2,2000,18-Jun
2,3,0,33,F,10,56,B,Semiannually,Inforce,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,52,M,10,55,D,Semiannually,Lapse,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,62,M,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.166666667,2,821,18-Jun
2,3,0,34,F,12,58,A,Monthly,Inforce,10985,NO NLG,0,0,0,N,1.166666667,2,240,18-Jun
2,3,0,34,F,17,66,A,Quaterly,Lapse,50000,NO NLG,0,0,0,N,1.166666667,2,209,18-Jun
2,3,0,70,M,12,58,A,Annually,Inforce,10000,NO NLG,0,0,0,N,1.166666667,2,1205,18-Jun
2,3,0,36,F,12,58,A,Quaterly,Inforce,10189,NO NLG,0,0,0,N,1.166666667,2,256,18-Jun
2,3,0,39,F,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,36,F,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.166666667,2,256,18-Jun
2,3,0,29,F,8,50,C,Annually,Lapse,3000,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,46,M,10,55,D,Monthly,Surrender,,NO NLG,0,0,0,N,1.166666667,2,,18-Jun
2,3,0,45,M,12,58,A,Monthly,Lapse,10412,NO NLG,0,0,0,N,1.166666667,2,300,18-Jun
2,3,0,22,F,12,58,A,Annually,Lapse,20000,NO NLG,0,0,0,N,1.166666667,2,330,18-Jun
2,3,0,49,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.083333333,2,480,18-Jul
2,3,0,23,F,3,5,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.083333333,2,1200,18-Jul
2,3,0,23,F,3,9,C,Monthly,Lapse,100,NO NLG,0,0,0,N,1.083333333,2,,18-Jul
2,3,0,20,M,12,58,A,Monthly,Inforce,60000,NO NLG,0,0,0,N,1.083333333,2,720,18-Jul
2,3,0,34,F,8,52,C,Monthly,Lapse,15000,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,47,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.083333333,2,1200,18-Jul
2,3,0,56,F,3,5,A,Quaterly,Inforce,10000,NO NLG,0,0,0,N,1.083333333,2,800,18-Jul
2,3,0,57,F,17,65,A,Annually,Inforce,200000,NO NLG,0,0,0,N,1.083333333,2,9700,18-Jul
2,3,0,31,M,12,58,A,Monthly,Lapse,33000,NO NLG,0,0,0,N,1.083333333,2,721,18-Jul
2,3,0,28,F,12,58,A,Monthly,Inforce,23000,NO NLG,0,0,0,N,1.083333333,2,503,18-Jul
2,3,0,46,F,12,58,A,Semiannually,Lapse,20000,NO NLG,0,0,0,N,1.083333333,2,577,18-Jul
2,3,0,56,F,12,58,A,Annually,Inforce,19300,NO NLG,0,0,0,N,1.083333333,2,1199,18-Jul
2,3,0,57,M,12,58,A,Monthly,Lapse,10734,NO NLG,0,0,0,N,1.083333333,2,720,18-Jul
2,3,0,56,F,17,65,A,Annually,Inforce,200000,NO NLG,0,0,0,N,1,2,9196,18-Aug
2,3,0,41,F,12,58,A,Monthly,Inforce,20823,NO NLG,0,0,0,N,1.083333333,2,600,18-Jul
2,3,0,51,F,12,58,A,Monthly,Inforce,15338,NO NLG,0,0,0,N,1.083333333,2,600,18-Jul
2,3,0,46,F,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.083333333,2,599,18-Jul
2,3,0,47,F,3,13,C,Monthly,Lapse,4000,NO NLG,0,0,0,N,1.083333333,2,,18-Jul
2,3,0,47,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.083333333,2,360,18-Jul
2,3,0,41,F,3,5,A,Monthly,Lapse,50000,NO NLG,0,0,0,N,1.083333333,2,720,18-Jul
2,3,0,41,F,3,6,D,Monthly,Lapse,,NO NLG,0,0,0,N,1.083333333,2,480,18-Jul
2,3,0,32,F,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.083333333,2,437,18-Jul
2,3,0,33,M,10,54,A,Monthly,Inforce,25767,NO NLG,0,0,0,N,1.083333333,2,14040,18-Jul
2,3,0,41,F,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1,2,576,18-Aug
2,3,0,21,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.083333333,2,178,18-Jul
2,3,0,23,M,12,58,A,Monthly,Lapse,10000,NO NLG,0,0,0,N,1.083333333,2,178,18-Jul
2,3,0,28,M,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1.083333333,2,,18-Jul
2,3,0,28,M,10,56,B,Annually,Inforce,,NO NLG,0,0,0,N,1.083333333,2,,18-Jul
2,3,0,34,M,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1.083333333,2,437,18-Jul
2,3,0,61,F,12,58,A,Semiannually,Death,10100,NO NLG,0,0,0,N,1.083333333,2,798,18-Jul
2,3,0,22,F,3,5,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1.083333333,2,960,18-Jul
2,3,0,23,F,17,66,A,Monthly,Inforce,50000,NO NLG,0,0,0,N,1.083333333,2,134,18-Jul
2,3,0,43,F,17,65,A,Annually,Inforce,200000,NO NLG,0,0,0,N,1.083333333,2,5278,18-Jul
2,3,0,49,F,12,58,A,Monthly,Lapse,16000,NO NLG,0,0,0,N,1,2,480,18-Aug
2,3,0,47,M,3,23,C,Semiannually,Inforce,11000,NO NLG,0,0,0,N,1.083333333,2,,18-Jul
2,3,0,27,F,12,58,A,Monthly,Inforce,10000,NO NLG,0,0,0,N,1,2,218,18-Aug
2,3,0,35,F,12,58,A,Monthly,Lapse,21960,NO NLG,0,0,0,N,1,2,480,18-Aug
2,3,0,47,M,12,58,A,Annually,Inforce,10000,NO NLG,0,0,0,N,1,2,278,18-Aug
2,3,0,46,M,12,58,A,Annually,Inforce,10000,NO NLG,0,0,0,N,1,2,278,18-Aug
2,3,0,54,M,12,58,A,Quaterly,Inforce,10400,NO NLG,0,0,0,N,1,2,399,18-Aug
2,3,0,24,F,3,16,C,Monthly,Inforce,34,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,25,F,10,54,A,Quaterly,Surrender,6037,NO NLG,0,0,0,N,1,2,3200,18-Aug
2,3,0,51,F,12,58,A,Monthly,Lapse,32000,NO NLG,0,0,0,N,1,2,1252,18-Aug
2,3,0,49,F,17,65,A,Annually,Inforce,50000,NO NLG,0,0,0,N,1,2,1570,18-Aug
2,3,0,43,M,12,58,A,Annually,Inforce,74963,NO NLG,0,0,0,N,1,2,2000,18-Aug
2,3,0,49,M,12,58,A,Annually,Inforce,20000,NO NLG,0,0,0,N,1,2,555,18-Aug
2,3,0,3,M,3,5,A,Semiannually,Inforce,20000,NO NLG,0,0,0,N,1,2,444,18-Aug
2,3,0,3,M,3,6,D,Semiannually,Inforce,,NO NLG,0,0,0,N,1,2,200,18-Aug
2,3,0,10,F,10,54,A,Monthly,Inforce,84631,NO NLG,0,0,0,N,1,2,45360,18-Aug
2,3,0,19,F,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,0.916666667,1,240,18-Sep
2,3,0,44,F,8,41,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1,2,3600,18-Aug
2,3,0,44,F,8,52,C,Monthly,Inforce,17000,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,44,F,8,44,D,Monthly,Inforce,,NO NLG,0,0,0,N,1,2,1200,18-Aug
2,3,0,5,M,10,54,A,Annually,Inforce,4050,NO NLG,0,0,0,N,1,2,2000,18-Aug
2,3,0,5,M,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,39,M,12,58,A,Monthly,Inforce,20040,NO NLG,0,0,0,N,1,2,512,18-Aug
2,3,0,28,M,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1,2,437,18-Aug
2,3,0,33,M,12,58,A,Monthly,Lapse,20000,NO NLG,0,0,0,N,1,2,437,18-Aug
2,3,0,34,F,12,58,A,Quaterly,Inforce,20000,NO NLG,0,0,0,N,1,2,429,18-Aug
2,3,0,36,F,17,66,A,Monthly,Lapse,61275,NO NLG,0,0,0,N,1,2,360,18-Aug
2,3,0,18,M,10,55,D,Annually,Surrender,,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,32,M,12,58,A,Monthly,Inforce,21969,NO NLG,0,0,0,N,1,2,480,18-Aug
2,3,0,32,F,12,58,A,Monthly,Inforce,40000,NO NLG,0,0,0,N,1,2,874,18-Aug
2,3,0,29,F,17,65,A,Annually,Inforce,100000,NO NLG,0,0,0,N,1,2,946,18-Aug
2,3,0,25,M,12,58,A,Quaterly,Lapse,20000,NO NLG,0,0,0,N,1,2,350,18-Aug
2,3,0,64,M,8,41,A,Monthly,Inforce,40000,NO NLG,0,0,0,N,1,2,4200,18-Aug
2,3,0,49,F,10,54,A,Annually,Inforce,18885,NO NLG,0,0,0,N,1,2,10000,18-Aug
2,3,0,41,M,8,41,A,Monthly,Inforce,100000,NO NLG,0,0,0,N,1,2,6000,18-Aug
2,3,0,41,M,8,52,C,Monthly,Inforce,18500,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,62,F,12,58,A,Monthly,Inforce,20000,NO NLG,0,0,0,N,1,2,1641,18-Aug
2,3,0,49,F,10,54,A,Annually,Inforce,188850,NO NLG,0,0,0,N,1,2,100000,18-Aug
2,3,0,49,F,10,55,D,Annually,Inforce,,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,47,M,3,16,C,Semiannually,Lapse,1500,NO NLG,0,0,0,N,1,2,,18-Aug
2,3,0,47,M,3,6,D,Semiannually,Lapse,,NO NLG,0,0,0,N,1,2,1000,18-Aug
2,3,0,49,M,12,58,A,Monthly,Inforce,20020,NO NLG,0,0,0,N,1,2,600,18-Aug
2,3,0,34,F,17,66,A,Monthly,Inforce,100000,NO NLG,0,0,0,N,1,2,588,18-Aug
